OBJECTID,GEOID10,Tothhs,CV_HHS,PCT_BA,CV_BA,PCT_FB,CV_FB,PCTENGL_LT,CV_ENGL_LT,PCTSPANENG,CV_SPAN_EN,PCTUMPLD,CV_UMPLD,MEDHHINC,CV_MEDIN,PCTSNAP,CV_SNAP,PCTNOHLTH,CV_NOHLTH,PCTFAMRELC,CV_POPFAMC,POV_POP,CV_POVPOP,PERLT18,CV_PERLT18,POV65UP,CV_POV65UP,REPORT_1,REPORT_2,REPORT_3,REPORT_4,REPORT_5,REPORT_6,REPORT_7,REPORT_8,Shape_Length,Shape_Area
728,2421830,1341,6.98,33.8,14.75,2.7,51.78,1.1,60.79,0.8,75.99,6.8,37.55,70990,6.92,8,34.95,6.2,29.41,6.4,59.84,6.7,34.48,7.2,65.01,13.4,46.73,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21830.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21830.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21830.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21830.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21830.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21830.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21830.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21830.xlsx,119207.392136976,132880884.538833
729,2421217,14759,1.91,19.9,5.5,4.4,15.2,2.4,22.8,1.2,30.4,15.9,8.03,27065,4.67,40.1,3.64,10.1,7.82,44.5,6.42,34.8,4.72,49.3,6.78,25,9.97,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21217.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21217.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21217.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21217.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21217.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21217.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21217.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21217.xlsx,23088.4190879921,10033890.8133186
730,2421202,8302,3.01,33.7,4.87,7.6,10.4,2.7,18.01,1.4,26.05,10.1,13.24,37034,9.22,25.7,7.1,8.2,13.34,40.5,17.11,31.1,8.01,43.5,16.21,22.7,17.67,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21202.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21202.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21202.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21202.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21202.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21202.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21202.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21202.xlsx,24347.3992829256,6881129.62058808
731,2421223,8917,2.45,9.6,8.87,6.1,17.94,4,21.28,1.9,31.99,17.6,7.6,26583,5.26,49.7,3.42,12.4,7.84,47.7,7.77,39.4,5.25,49.1,8.05,30.5,9.37,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21223.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21223.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21223.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21223.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21223.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21223.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21223.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21223.xlsx,19010.6068719214,11475180.358408
732,2421502,16328,1.5,18.7,4.23,2,12.16,1.1,22.11,0.6,30.4,8.8,11.74,39329,3.09,21.6,5.07,7,7.82,25.6,10.69,19.4,6.58,32,11.4,9.4,11.64,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21502.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21502.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21502.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21502.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21502.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21502.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21502.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21502.xlsx,179816.24436818,397476629.255322
733,2421545,783,4.66,7.7,26.05,0.5,72.95,0,-999,0,-999,11.7,35.33,47928,5.32,16.5,19.16,10.9,30.67,0,-999,6.5,28.06,3.7,70.65,5.1,50.06,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21545.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21545.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21545.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21545.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21545.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21545.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21545.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21545.xlsx,50243.0920472156,63015389.3110078
734,2421555,781,7.78,11.7,47.8,0.6,81.05,0,-999,0,-999,14.1,40.96,50156,20.53,21,25.47,9.4,29.1,10.3,89.12,7.3,49.96,7.1,95.04,3.1,86.28,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21555.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21555.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21555.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21555.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21555.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21555.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21555.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21555.xlsx,179260.708889682,472047715.25613
735,2421543,42,37.63,12.5,77.81,0,-999,0,-999,0,-999,0,-999,42727,27.98,0,-999,0,-999,-999,-999,0,-999,-999,-999,0,-999,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21543.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21543.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21543.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21543.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21543.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21543.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21543.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21543.xlsx,13952.8063653877,5954030.04970981
736,2420779,465,8.63,55.7,10.04,6.2,38.24,0,-999,0,-999,7.5,39.72,113125,8.92,2.2,88.42,2.9,41.92,22.3,57.25,14.1,47.43,30.7,55.25,3.4,103.7,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/20779.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/20779.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/20779.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/20779.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/20779.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/20779.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/20779.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/20779.xlsx,28707.0234057872,27868625.4858087
737,2421226,2702,6.3,17,17.88,4,34.95,2.1,46.32,1.1,49.74,6.1,38.87,73433,6.99,16.8,18.45,4,30.4,19.1,35.65,16.6,31.13,29.6,38.2,14.4,38.84,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21226.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21226.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21226.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21226.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21226.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21226.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21226.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21226.xlsx,102163.799787842,43508835.6453094
738,2421402,247,13.78,30.4,23.4,3.6,25.33,0.9,60.79,0.4,91.19,4.4,66.32,83063,7.36,6.9,89.86,3.4,57.21,4.1,81.55,2.1,69.47,2.5,94.83,0,-999,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21402.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21402.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21402.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21402.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21402.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21402.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21402.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21402.xlsx,31057.7973425952,8318591.83370035
739,2421077,195,28.06,44.8,27.68,3.4,87.61,0,-999,0,-999,0,-999,120078,23.23,0,-999,4.7,91.83,0,-999,0,-999,0,-999,0,-999,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21077.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21077.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21077.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21077.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21077.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21077.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21077.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21077.xlsx,12974.279556967,2838457.25267241
740,2420758,187,13.65,22.3,26.44,3.5,93.79,1.7,100.13,0,-999,6.3,65.61,106250,25.57,0,-999,4.9,94.29,0,-999,7.1,71.92,0,-999,0,-999,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/20758.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/20758.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/20758.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/20758.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/20758.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/20758.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/20758.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/20758.xlsx,25872.225981088,17168966.3089685
741,2420754,2426,2.48,32.3,7.72,4.3,16.96,1.7,32.18,0.8,45.59,6.1,21.92,102432,8.09,3.1,33.34,6.8,20.56,4.6,71.36,4.9,37.22,8.2,65.24,7.1,46.23,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/20754.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/20754.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/20754.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/20754.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/20754.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/20754.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/20754.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/20754.xlsx,62844.9755583532,72348462.1318452
742,2421244,13744,1.84,34.6,4.39,19.1,6.68,7.2,13.51,3.2,26.6,6.1,15.94,63964,2.31,9.2,12.55,10.5,11,8.2,25.21,9.5,13.44,10.1,30.09,7.8,23.38,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21244.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21244.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21244.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21244.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21244.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21244.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21244.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21244.xlsx,42300.4621091763,58445287.7910324
743,2421212,13088,1.36,52.4,2.44,8.8,8.98,3.9,20.26,1.2,45.59,8.7,9.08,68324,3.2,14.8,6.98,6.7,9.98,13.1,14.39,13.8,8.37,16.6,15.75,10.3,12.98,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21212.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21212.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21212.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21212.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21212.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21212.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21212.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21212.xlsx,28163.2004482083,20191662.7480288
744,2421013,1701,5.11,52.4,8,3.3,44.21,0.7,69.47,0.3,81.05,4.7,38.8,123942,9.96,0,-999,0.5,72.95,0,-999,2.7,67.54,4.8,84.85,0.4,106.38,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21013.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21013.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21013.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21013.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21013.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21013.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21013.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21013.xlsx,57456.4194857207,65942754.183051
745,2421030,10022,1.84,54.9,3.21,18.9,8.04,7.8,16.37,2.8,34.74,4.3,18.38,69968,4.46,9,13.51,9,14.18,5.9,32.97,8,15.2,7,36.47,7,26.92,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21030.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21030.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21030.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21030.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21030.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21030.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21030.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21030.xlsx,99021.7274910721,104029683.098631
746,2421085,6289,2.17,29,7.13,4.8,20.26,1.2,30.4,0.3,40.53,6.3,19.3,71647,2.52,6.7,20.87,4.2,15.92,13.2,24.87,10,17.63,15.5,25.49,3.4,39.33,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21085.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21085.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21085.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21085.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21085.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21085.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21085.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21085.xlsx,90280.336070904,78419365.9820366
747,2420685,2220,4.33,26.5,10.32,1.7,35.76,0.3,60.79,0.1,121.58,8.9,25.27,103961,6.38,9.9,27.63,5.9,21.64,1.3,98.2,6,35.46,1.4,95.53,8.2,66.72,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/20685.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/20685.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/20685.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/20685.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/20685.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/20685.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/20685.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/20685.xlsx,97379.6262869399,94499507.2974783
748,2420657,6649,3.13,24.6,7.41,3.8,19.2,1.7,35.76,0.9,54.04,9.7,20.68,87318,3.44,12.6,16.89,8,19.76,4.9,39.7,8.3,26.37,8.1,42.78,7.1,43.67,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/20657.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/20657.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/20657.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/20657.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/20657.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/20657.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/20657.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/20657.xlsx,120483.93548999,129856381.089042
749,2421757,1201,6.18,13.4,17.69,4.5,60.79,5.8,71.27,5.5,75.16,5.4,27.02,76298,4.98,5.7,44.79,11.1,27.93,1.6,98.78,4.6,43.61,1.9,89.59,6.2,79.42,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21757.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21757.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21757.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21757.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21757.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21757.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21757.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21757.xlsx,87849.1085631073,164791180.151957
750,2421912,358,19.87,22.9,47.52,5.4,93.44,6,91.19,6,91.19,0,-999,70129,12.23,0,-999,11.4,54.92,0,-999,0,-999,0,-999,0,-999,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21912.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21912.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21912.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21912.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21912.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21912.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21912.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21912.xlsx,97269.1391283786,137123125.291305
751,2421916,0,-999,87.5,36.13,7.1,496.6,0,-999,0,-999,0,-999,-999,-999,-999,-999,0,-999,-999,-999,90.5,24.92,-999,-999,91.4,47.49,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21916.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21916.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21916.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21916.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21916.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21916.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21916.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21916.xlsx,3068.57390418356,394491.207552205
752,2421930,83,36.62,12.1,95.46,0,-999,0,-999,0,-999,0,-999,90764,25.99,0,-999,9.2,81.27,-999,-999,21.7,83.48,-999,-999,25,98.97,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21930.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21930.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21930.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21930.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/21930.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/21930.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/21930.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/21930.xlsx,10590.3993941476,3211249.87778374
753,2420632,119,22.48,5.6,85.76,0,-999,0,-999,0,-999,10.7,65.34,62321,24.53,18.5,64.4,0,-999,0,-999,0,-999,0,-999,0,-999,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/20632.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/20632.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/20632.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/20632.pdf,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/Demo/20632.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/econo/20632.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/housing/20632.xlsx,http://planning.maryland.gov/MSDC/Documents/American_Community_Survey/2012-2016/zcta/socio/20632.xlsx,50467.3459762755,31090064.3216157
